date,uClose,uOpen,uHigh,uLow,uVolume,close,open,high,low,volume,currency,change,changePercent,label,changeOverTime
2007-10-09,22.83,22.46,23.0,23.03,1255101,3.33,3.24,3.3,3.24,8881224,,0.0753,2.3551,"Oct 9, 07",1.426846
2007-10-10,24.22,23.24,24.48,23.38,1538924,3.46,3.32,3.52,3.36,10813118,,0.09,2.8604,"Oct 10, 07",1.534155
2007-10-11,23.06,23.52,25.22,23.58,1461219,3.32,3.42,3.56,3.38,10114552,,-0.0729,-2.2075,"Oct 11, 07",1.487456
2007-10-12,23.0,23.85,24.08,22.9,623591,3.35,3.32,3.47,3.34,4232109,,0.0129,0.3971,"Oct 12, 07",1.480019
2007-10-15,23.99,24.0,25.1,23.78,1712986,3.43,3.48,3.6,3.39,12076716,,0.1435,4.3305,"Oct 15, 07",1.568599
2007-10-16,23.98,25.33,24.33,24.66,903291,3.58,3.47,3.55,3.39,6337241,,0.0014,0.0423,"Oct 16, 07",1.600483
2007-10-17,25.42,24.9,25.1,24.66,615357,3.47,3.4,3.57,3.52,4458935,,0.0457,1.3434,"Oct 17, 07",1.618556
2007-10-18,24.52,24.71,24.8,24.3,1137133,3.48,3.56,3.49,3.43,8133398,,-0.0357,-1.0516,"Oct 18, 07",1.545184
2007-10-19,24.22,25.1,24.7,23.4,1672328,3.45,3.62,3.54,3.33,11210781,,-0.1185,-3.3896,"Oct 19, 07",1.492592
2007-10-22,23.71,23.24,23.55,22.7,3136177,3.39,3.41,3.38,3.3,21694785,,-0.0333,-1.03,"Oct 22, 07",1.480497
2007-10-23,26.96,26.6,27.4,24.71,5686644,3.85,3.8,3.76,3.5,38956322,,0.4268,13.2537,"Oct 23, 07",1.809273
2007-10-24,25.57,26.1,25.99,25.15,1926877,3.64,3.65,3.77,3.64,13474052,,-0.11,-2.9078,"Oct 24, 07",1.716059
2007-10-25,25.51,25.4,26.46,26.14,1390828,3.63,3.66,3.72,3.6,9886163,,0.0119,0.324,"Oct 25, 07",1.737999
2007-10-26,26.32,26.18,26.2,25.2,1636265,3.7,3.77,3.73,3.56,11112059,,-0.0158,-0.4391,"Oct 26, 07",1.69873
2007-10-29,26.84,26.75,27.5,25.7,1131611,3.88,3.81,3.96,3.77,8155611,,0.1694,4.687,"Oct 29, 07",1.855947
2007-10-30,26.76,26.7,27.5,26.19,1803699,3.84,3.86,3.9,3.81,12248033,,0.01,0.2724,"Oct 30, 07",1.865652
2007-10-31,27.0,26.89,26.99,26.52,1559283,3.86,3.79,3.93,3.82,11282929,,0.0045,0.1169,"Oct 31, 07",1.827586
2007-11-01,27.29,27.13,27.25,26.4,1493530,3.94,3.83,3.89,3.65,10498303,,-0.0264,-0.7088,"Nov 1, 07",1.826937
2007-11-02,26.69,27.27,26.9,27.0,1277690,3.84,3.81,3.78,3.89,9306728,,-0.0044,-0.1177,"Nov 2, 07",1.85389
2007-11-05,27.31,26.53,28.0,26.31,1149117,3.89,3.74,4.02,3.74,7803832,,0.0369,0.9868,"Nov 5, 07",1.82957
2007-11-06,27.83,26.52,27.52,27.04,1126363,4.03,3.8,4.1,3.82,8064983,,0.1074,2.7629,"Nov 6, 07",1.960601
2007-11-07,26.95,28.2,27.95,27.02,1094370,3.99,3.87,3.98,3.9,7454046,,-0.05,-1.2856,"Nov 7, 07",1.90458
2007-11-08,27.34,26.75,28.66,26.17,1567033,4.03,3.95,4.06,3.86,10726380,,0.0458,1.1671,"Nov 8, 07",1.930031
2007-11-09,25.74,27.67,28.02,24.69,2085899,3.64,3.84,4.02,3.61,14540215,,-0.2869,-7.3197,"Nov 9, 07",1.708538
2007-11-12,24.7,26.26,25.92,24.6,1378795,3.5,3.65,3.74,3.62,9360938,,-0.1078,-2.9847,"Nov 12, 07",1.601483
2007-11-13,25.76,25.3,26.51,24.83,945287,3.64,3.57,3.68,3.6,6652283,,0.1343,3.7503,"Nov 13, 07",1.740144
2007-11-14,25.78,25.86,25.8,25.54,1057527,3.63,3.78,3.81,3.57,7274483,,-0.0843,-2.3402,"Nov 14, 07",1.695633
2007-11-15,24.83,24.97,24.92,24.73,998571,3.44,3.69,3.68,3.43,7069073,,-0.1137,-3.1706,"Nov 15, 07",1.601814
2007-11-16,24.6,25.23,24.6,23.3,1722572,3.5,3.48,3.5,3.41,12183581,,-0.0374,-1.0826,"Nov 16, 07",1.54097
2007-11-19,23.98,24.32,25.0,23.65,1004222,3.42,3.41,3.48,3.38,6958180,,-0.0868,-2.5489,"Nov 19, 07",1.477507
2007-11-20,23.59,23.17,23.59,22.8,1644624,3.36,3.35,3.38,3.25,11693373,,-0.0851,-2.5622,"Nov 20, 07",1.444455
2007-11-21,22.09,23.21,22.93,22.31,1492294,3.23,3.34,3.31,3.16,10750772,,-0.1562,-4.9913,"Nov 21, 07",1.297612
2007-11-23,22.76,21.96,22.1,22.18,880169,3.12,3.2,3.16,3.14,6434472,,0.0297,0.9324,"Nov 23, 07",1.321074
2007-11-26,22.31,21.76,22.59,21.62,924784,3.09,3.13,3.23,3.19,6576764,,-0.04,-1.3023,"Nov 26, 07",1.267216
2007-11-27,22.96,21.81,22.7,21.6,986949,3.23,3.24,3.25,3.19,6977068,,0.1287,4.1251,"Nov 27, 07",1.359989
2007-11-28,23.96,23.4,24.2,22.6,1354926,3.4,3.26,3.47,3.2,9471441,,0.0984,3.0681,"Nov 28, 07",1.479698
2007-11-29,23.38,23.13,24.14,23.63,951069,3.4,3.32,3.39,3.34,6742693,,0.0164,0.4997,"Nov 29, 07",1.453891
2007-11-30,24.1,24.67,24.29,22.75,1270732,3.4,3.38,3.43,3.29,9146602,,-0.003,-0.0885,"Nov 30, 07",1.441726
2007-12-03,24.28,24.0,25.1,23.9,1328374,3.5,3.55,3.66,3.53,9290527,,0.0981,2.9835,"Dec 3, 07",1.572418
2007-12-04,23.97,24.05,25.01,23.44,833021,3.56,3.5,3.47,3.41,5823197,,-0.0043,-0.1294,"Dec 4, 07",1.569898
2007-12-05,24.11,23.7,24.56,23.57,1494594,3.46,3.44,3.57,3.33,10643349,,0.0269,0.7619,"Dec 5, 07",1.537462
2007-12-06,24.6,23.82,24.5,24.32,1010525,3.49,3.48,3.53,3.38,6868267,,-0.0045,-0.1276,"Dec 6, 07",1.549133
2007-12-07,23.71,24.66,24.05,24.39,866423,3.49,3.5,3.55,3.43,5949951,,-0.0486,-1.3867,"Dec 7, 07",1.554871
2007-12-10,24.04,24.66,23.75,24.33,632202,3.4,3.54,3.51,3.45,4465993,,-0.0115,-0.3437,"Dec 10, 07",1.532613
2007-12-11,23.3,23.5,24.0,23.7,973032,3.48,3.48,3.48,3.4,6820466,,-0.0272,-0.8328,"Dec 11, 07",1.528757
2007-12-12,23.63,23.88,24.06,23.26,769441,3.38,3.48,3.58,3.39,5436379,,-0.02,-0.6179,"Dec 12, 07",1.506272
2007-12-13,23.39,23.63,23.97,22.91,768335,3.42,3.37,3.39,3.26,5333121,,-0.0178,-0.5325,"Dec 13, 07",1.43499
2007-12-14,23.86,23.41,24.73,22.77,1430267,3.44,3.43,3.52,3.28,9947458,,0.0704,2.1773,"Dec 14, 07",1.550778
2007-12-17,24.1,23.82,24.69,24.12,530729,3.5,3.47,3.39,3.39,3717523,,-0.06,-1.8664,"Dec 17, 07",1.471112
2007-12-18,24.78,23.78,24.51,23.86,716231,3.56,3.39,3.63,3.33,5106632,,0.1544,4.7302,"Dec 18, 07",1.60808
2007-12-19,25.44,24.49,25.52,24.57,948621,3.55,3.53,3.64,3.51,6552611,,0.1013,2.9484,"Dec 19, 07",1.685779
2007-12-20,27.39,26.06,28.1,25.2,3263488,4.04,3.69,4.07,3.6,22899815,,0.353,9.9914,"Dec 20, 07",1.951342
2007-12-21,28.5,29.13,30.3,29.08,3754175,4.04,4.14,4.32,4.08,26110677,,0.1244,3.2225,"Dec 21, 07",2.057037
2007-12-24,28.57,29.4,29.32,27.87,572206,4.04,4.19,4.2,4.06,3864677,,-0.0286,-0.701,"Dec 24, 07",2.01583
2007-12-26,29.4,27.8,29.51,28.52,925081,4.2,4.06,4.32,4.07,6618489,,0.1135,2.8596,"Dec 26, 07",2.05433
2007-12-27,28.3,29.0,28.81,28.0,1665939,4.05,4.0,4.17,3.88,12120159,,-0.1856,-4.5103,"Dec 27, 07",1.941368
2007-12-28,27.71,28.6,27.96,27.1,1088384,3.87,4.08,4.08,3.83,7704546,,-0.078,-1.9787,"Dec 28, 07",1.903204
2007-12-31,26.93,27.48,27.41,26.88,1502376,3.9,3.94,4.0,3.8,10573470,,-0.0453,-1.1588,"Dec 31, 07",1.832925
2008-01-02,27.63,27.68,28.18,26.19,1798641,3.8,3.89,3.9,3.78,12745123,,-0.04,-1.058,"Jan 2, 08",1.788656
2008-01-03,26.95,28.03,28.4,26.08,3137747,3.8,4.09,4.12,3.75,22245730,,-0.04,-1.0922,"Jan 3, 08",1.819927
2008-01-04,25.67,27.08,27.57,25.31,2536609,3.69,3.73,3.9,3.55,17486968,,-0.2175,-5.6288,"Jan 4, 08",1.642583
2008-01-07,25.17,25.12,25.19,24.7,1870862,3.65,3.6,3.72,3.47,12730113,,0.0405,1.1056,"Jan 7, 08",1.659353
2008-01-08,24.3,25.3,24.96,23.01,2102856,3.45,3.67,3.71,3.35,14795691,,-0.2293,-6.5782,"Jan 8, 08",1.504882
2008-01-09,24.0,24.11,24.6,22.14,2185845,3.42,3.47,3.4,3.1,15747385,,-0.045,-1.2968,"Jan 9, 08",1.484404
2008-01-10,25.3,22.85,26.0,23.04,1959790,3.53,3.29,3.63,3.29,13629348,,0.245,7.4173,"Jan 10, 08",1.68425
2008-01-11,24.36,25.7,25.49,23.6,1309005,3.48,3.6,3.56,3.43,9342204,,-0.187,-5.325,"Jan 11, 08",1.5009
2008-01-14,23.3,24.89,24.71,23.05,2349276,3.31,3.42,3.56,3.33,16270150,,-0.0941,-2.788,"Jan 14, 08",1.423964
2008-01-15,23.13,23.52,23.19,21.63,5533528,3.26,3.39,3.34,2.98,38160686,,-0.1033,-3.2925,"Jan 15, 08",1.378795
2008-01-16,23.02,22.55,23.0,22.0,2565931,3.16,3.09,3.3,3.0,18496012,,0.0029,0.0961,"Jan 16, 08",1.387138
2008-01-17,21.99,22.59,22.91,21.64,1702473,3.2,3.28,3.35,3.21,12160362,,-0.0449,-1.3792,"Jan 17, 08",1.304363
2008-01-18,22.66,22.57,23.33,22.18,1871270,3.12,3.17,3.35,3.09,12750829,,0.0119,0.3792,"Jan 18, 08",1.307807
2008-01-22,23.04,21.65,23.25,20.8,2091457,3.32,3.06,3.31,2.92,14324829,,0.0689,2.1107,"Jan 22, 08",1.372908
2008-01-23,24.65,23.07,24.7,22.0,4363876,3.47,3.3,3.5,3.0,29909516,,0.217,6.5276,"Jan 23, 08",1.554621
2008-01-24,22.89,24.49,24.02,21.96,5617902,3.27,3.55,3.52,3.2,40002410,,-0.27,-7.7274,"Jan 24, 08",1.326763
2008-01-25,22.43,23.33,23.62,21.79,2846662,3.13,3.21,3.37,3.16,20198452,,-0.0252,-0.811,"Jan 25, 08",1.345799
2008-01-28,24.03,22.62,24.0,22.41,1702360,3.33,3.22,3.39,3.21,12222812,,0.1802,5.7622,"Jan 28, 08",1.43581
2008-01-29,24.13,23.6,24.22,22.83,1044428,3.33,3.3,3.4,3.25,7306120,,0.0245,0.7506,"Jan 29, 08",1.450065
2008-01-30,24.02,23.49,24.68,22.62,1341335,3.44,3.46,3.38,3.36,9726353,,-0.0322,-0.9732,"Jan 30, 08",1.435769
2008-01-31,25.95,22.92,26.6,22.55,3456547,3.74,3.38,3.64,3.25,24362531,,0.3206,10.029,"Jan 31, 08",1.720782
2008-02-01,26.17,25.13,26.5,25.2,1859067,3.63,3.68,3.73,3.55,12819751,,0.0344,0.9543,"Feb 1, 08",1.71646
2008-02-04,26.74,26.39,26.85,26.52,1780113,3.7,3.67,3.79,3.64,12086323,,0.0744,2.0503,"Feb 4, 08",1.760397
2008-02-05,25.45,25.92,26.76,25.77,1320023,3.78,3.72,3.83,3.6,9130694,,-0.09,-2.4721,"Feb 5, 08",1.72512
2008-02-06,26.94,25.8,27.9,26.05,2258557,3.79,3.77,3.89,3.7,15689995,,0.1128,3.0562,"Feb 6, 08",1.828476
2008-02-07,27.7,26.25,28.18,26.62,2488595,3.93,3.78,3.88,3.73,17479380,,0.1242,3.277,"Feb 7, 08",1.92034
2008-02-08,27.81,26.56,27.0,26.61,1610532,3.9,3.87,4.03,3.8,11183125,,0.0044,0.1154,"Feb 8, 08",1.908008
2008-02-11,27.03,27.62,27.25,27.64,1381070,4.0,3.86,4.05,3.91,9785033,,0.0014,0.0374,"Feb 11, 08",1.860548
2008-02-12,28.2,27.57,27.57,27.47,1104476,4.03,3.98,3.9,3.8,7539648,,0.0016,0.041,"Feb 12, 08",1.858168
2008-02-13,28.22,27.91,28.59,26.72,1039680,4.0,4.06,3.98,3.95,7134306,,0.0611,1.5397,"Feb 13, 08",1.9714
2008-02-14,26.9,27.1,27.19,26.45,919258,3.94,4.01,3.95,3.9,6581676,,-0.08,-2.1318,"Feb 14, 08",1.889946
2008-02-15,27.5,26.83,26.87,26.67,966417,3.9,3.92,3.87,3.83,7007742,,-0.0219,-0.57,"Feb 15, 08",1.869797
2008-02-19,26.84,26.38,28.2,26.83,1434376,4.0,3.8,4.13,3.78,9860945,,0.0284,0.7143,"Feb 19, 08",1.852987
2008-02-20,27.9,27.48,28.64,26.74,1870032,3.92,3.92,4.02,3.9,13337304,,0.1016,2.6275,"Feb 20, 08",1.953778
2008-02-21,28.85,27.8,28.43,27.69,1054961,4.14,4.12,4.0,4.1,7362199,,0.0586,1.508,"Feb 21, 08",2.036435
2008-02-22,28.4,28.8,28.94,28.68,821865,4.09,4.1,4.0,4.02,5960140,,-0.01,-0.2566,"Feb 22, 08",1.968712
2008-02-25,29.0,27.75,29.1,27.8,976845,4.0,4.07,4.18,4.12,6872448,,0.029,0.7324,"Feb 25, 08",1.970727
2008-02-26,30.0,27.88,29.6,29.0,2479305,4.23,4.16,4.36,4.08,16693905,,0.1486,3.7439,"Feb 26, 08",2.098063
2008-02-27,33.65,30.72,32.88,30.0,5906746,4.67,4.49,4.85,4.32,41884730,,0.51,12.3297,"Feb 27, 08",2.428064
2008-02-28,32.55,33.14,34.86,32.9,5050086,4.73,4.69,5.1,4.6,35977555,,-0.1303,-2.75,"Feb 28, 08",2.438268
2008-02-29,32.83,32.96,34.0,31.09,2454876,4.68,4.7,4.59,4.3,17542292,,0.0057,0.1308,"Feb 29, 08",2.419853
2008-03-03,31.43,31.75,33.12,30.98,1908752,4.59,4.75,4.71,4.46,13296096,,-0.0958,-2.098,"Mar 3, 08",2.3009
2008-03-04,32.03,31.5,32.36,30.81,1333526,4.6,4.46,4.62,4.5,9183437,,0.0838,1.882,"Mar 4, 08",2.425671
2008-03-05,32.3,32.22,32.8,32.27,1741746,4.71,4.71,4.68,4.54,12516592,,0.0846,1.8461,"Mar 5, 08",2.43207
2008-03-06,31.57,32.48,32.19,31.57,1347918,4.58,4.59,4.62,4.52,9149129,,-0.2212,-4.67,"Mar 6, 08",2.244994
2008-03-07,31.91,31.39,32.75,31.41,1580098,4.69,4.53,4.63,4.32,11092202,,0.0915,2.1915,"Mar 7, 08",2.326837
2008-03-10,33.95,33.0,34.44,31.8,2075619,4.76,4.72,4.97,4.6,15033286,,0.2853,6.3419,"Mar 10, 08",2.538288
2008-03-11,34.32,35.2,35.9,33.18,2598241,4.93,5.0,5.04,4.66,18103641,,-0.0189,-0.404,"Mar 11, 08",2.490179
2008-03-12,34.89,34.23,35.0,34.29,2360977,5.01,4.82,4.97,4.94,16586274,,0.139,3.0453,"Mar 12, 08",2.631789
2008-03-13,35.0,34.87,34.63,33.96,1486828,5.04,4.86,5.0,4.78,10115616,,0.0246,0.5186,"Mar 13, 08",2.65995
2008-03-14,33.66,35.85,35.0,33.59,1181291,4.85,4.96,4.99,4.86,8026274,,-0.1418,-2.8512,"Mar 14, 08",2.592897
2008-03-17,34.2,32.95,35.2,32.35,1348054,4.88,4.8,4.95,4.66,9394108,,-0.0393,-0.8452,"Mar 17, 08",2.491545
2008-03-18,37.0,35.07,35.0,34.31,1856129,5.0,4.99,5.0,4.89,12696459,,0.2923,6.334,"Mar 18, 08",2.747835
2008-03-19,35.84,35.92,37.03,35.17,1888042,5.11,5.0,5.4,5.14,13593108,,-0.0192,-0.376,"Mar 19, 08",2.79507
2008-03-20,37.84,39.0,39.0,37.2,3512157,5.43,5.51,5.57,5.29,24336757,,0.2048,3.9564,"Mar 20, 08",2.937314
2008-03-24,39.69,37.52,40.43,37.56,2511990,5.69,5.6,5.9,5.46,17429151,,0.2773,5.3724,"Mar 24, 08",3.11879
2008-03-25,38.31,39.43,38.68,37.15,1772658,5.4,5.75,5.65,5.51,12183848,,-0.16,-2.8294,"Mar 25, 08",3.057799
2008-03-26,39.58,37.0,39.44,36.4,1613922,5.47,5.41,5.64,5.23,11333021,,0.1099,2.0888,"Mar 26, 08",3.04364
2008-03-27,36.94,38.3,38.51,35.16,1894022,5.24,5.46,5.37,5.26,13047014,,-0.217,-3.997,"Mar 27, 08",2.860741
2008-03-28,36.12,36.65,37.87,36.34,1358119,5.13,5.41,5.41,5.29,9609768,,-0.11,-2.2142,"Mar 28, 08",2.88936
2008-03-31,36.02,36.6,36.87,35.5,2136057,5.01,5.24,5.24,5.04,15161242,,-0.1398,-2.692,"Mar 31, 08",2.768155
2008-04-01,36.99,35.7,37.0,35.2,2320191,5.23,5.18,5.36,5.02,16936322,,0.2683,5.4423,"Apr 1, 08",2.858336
2008-04-02,38.14,37.89,39.0,37.48,1407082,5.29,5.35,5.51,5.27,9803216,,-0.0234,-0.4516,"Apr 2, 08",2.856568
2008-04-03,38.99,36.8,39.77,36.53,1302455,5.45,5.26,5.65,5.26,9030689,,0.15,2.72,"Apr 3, 08",3.03949
2008-04-04,37.71,38.2,37.7,35.98,993707,5.32,5.61,5.36,5.14,7076228,,-0.16,-3.0548,"Apr 4, 08",2.830329
2008-04-07,37.4,37.69,37.49,36.13,769782,5.26,5.39,5.39,5.1,5494466,,-0.0445,-0.8712,"Apr 7, 08",2.820681
2008-04-08,37.0,37.86,37.65,37.17,929631,5.38,5.42,5.35,5.28,6747758,,0.143,2.8519,"Apr 8, 08",2.917077
2008-04-09,36.56,37.82,38.74,37.09,1163941,5.3,5.6,5.3,5.23,8093832,,-0.07,-1.3203,"Apr 9, 08",2.867987
2008-04-10,38.23,37.07,37.14,36.27,815728,5.24,5.2,5.36,5.35,5687156,,0.0222,0.4317,"Apr 10, 08",2.891874
2008-04-11,35.92,37.01,36.64,36.05,1172657,5.3,5.31,5.33,5.2,8189810,,-0.1556,-3.002,"Apr 11, 08",2.799393
2008-04-14,36.43,36.0,36.9,36.52,1003733,5.22,5.26,5.2,5.15,6823892,,0.04,0.7637,"Apr 14, 08",2.779127
2008-04-15,37.59,37.0,37.8,36.91,852538,5.46,5.22,5.47,5.12,5792393,,0.1,2.0076,"Apr 15, 08",2.85618
2008-04-16,40.34,37.62,39.91,36.74,2242118,5.71,5.36,5.6,5.46,15924551,,0.3694,6.8261,"Apr 16, 08",3.140902
2008-04-17,42.0,39.7,41.43,40.2,3453163,5.93,5.58,5.99,5.61,24978009,,0.2557,4.6273,"Apr 17, 08",3.456994
2008-04-18,39.43,42.02,42.3,38.46,2178007,5.59,5.93,5.9,5.52,14925086,,-0.3078,-5.281,"Apr 18, 08",3.069247
2008-04-21,41.08,39.19,41.82,40.47,3243944,5.76,5.7,6.1,5.76,22503758,,0.11,2.06,"Apr 21, 08",3.248845
2008-04-22,31.0,33.93,34.51,29.69,10606643,4.31,4.87,4.94,4.33,74107183,,-1.37,-23.9711,"Apr 22, 08",2.263911
2008-04-23,31.49,30.21,31.8,30.6,2882986,4.48,4.4,4.7,4.29,21069492,,0.18,4.3,"Apr 23, 08",2.30806
2008-04-24,34.42,31.27,33.56,32.28,2036602,4.82,4.65,4.94,4.65,14312006,,0.2554,5.7165,"Apr 24, 08",2.553902
2008-04-25,35.02,34.77,35.0,34.0,1520840,4.93,4.91,4.91,4.8,10610844,,0.1405,2.9548,"Apr 25, 08",2.64908
2008-04-28,34.54,33.84,33.78,32.9,1490483,4.73,4.79,4.99,4.69,10749781,,-0.1292,-2.7759,"Apr 28, 08",2.517413
2008-04-29,32.21,32.99,33.72,32.77,1061402,4.8,4.75,4.91,4.72,7476843,,-0.1314,-2.7385,"Apr 29, 08",2.501042
2008-04-30,33.25,32.94,33.39,32.08,1564046,4.66,4.63,4.72,4.57,10934151,,-0.0295,-0.64,"Apr 30, 08",2.390226
2008-05-01,31.0,32.93,32.19,30.63,2588894,4.53,4.54,4.64,4.43,17372440,,-0.14,-3.2007,"May 1, 08",2.324732
2008-05-02,32.1,31.25,31.65,30.8,1140535,4.63,4.47,4.5,4.58,7989975,,0.0145,0.3326,"May 2, 08",2.388178
2008-05-05,32.0,32.66,32.39,31.8,1204147,4.47,4.59,4.59,4.5,8479341,,-0.0148,-0.3253,"May 5, 08",2.374444
2008-05-06,31.7,31.7,31.68,30.67,713905,4.6,4.46,4.62,4.39,5051276,,-0.0086,-0.1975,"May 6, 08",2.323724
2008-05-07,31.54,31.2,32.28,30.0,1002597,4.38,4.39,4.62,4.5,6916700,,-0.1148,-2.6279,"May 7, 08",2.189114
2008-05-08,30.56,31.25,32.3,30.3,1464591,4.4,4.42,4.5,4.36,9998375,,-0.0016,-0.0365,"May 8, 08",2.206979
2008-05-09,31.27,30.33,31.53,30.0,706728,4.49,4.48,4.41,4.44,5009698,,0.0818,1.9207,"May 9, 08",2.285787
2008-05-12,31.81,31.3,31.95,32.0,1540686,4.51,4.44,4.58,4.41,10635471,,-0.0015,-0.0344,"May 12, 08",2.289985
2008-05-13,30.7,31.5,32.19,30.4,950770,4.44,4.59,4.5,4.4,6508985,,-0.0072,-0.1653,"May 13, 08",2.246225
2008-05-14,30.9,31.26,32.3,31.38,1122198,4.43,4.45,4.56,4.37,7844852,,-0.038,-0.86,"May 14, 08",2.216293
2008-05-15,30.89,31.09,30.82,30.51,2221522,4.34,4.47,4.45,4.29,15915271,,-0.0699,-1.551,"May 15, 08",2.222867
2008-05-16,32.42,30.58,32.49,31.21,2188717,4.74,4.35,4.6,4.34,14892698,,0.2579,5.982,"May 16, 08",2.370097
2008-05-19,31.73,31.77,33.45,32.11,1320466,4.6,4.73,4.73,4.45,9066356,,-0.101,-2.2126,"May 19, 08",2.32499
2008-05-20,33.18,32.92,35.9,32.0,4610583,4.6,4.9,4.95,4.51,32671388,,0.0957,2.1626,"May 20, 08",2.339171
2008-05-21,32.47,32.99,33.0,31.69,1943872,4.68,4.6,4.83,4.69,13356210,,0.0085,0.1897,"May 21, 08",2.39021
2008-05-22,32.4,32.65,32.59,31.08,1380995,4.61,4.71,4.62,4.52,9739935,,0.003,0.0648,"May 22, 08",2.3508
2008-05-23,32.49,31.65,32.46,31.49,1446020,4.62,4.55,4.55,4.5,10054650,,-0.0729,-1.6254,"May 23, 08",2.36789
2008-05-27,32.73,31.24,33.54,32.12,828853,4.75,4.61,4.77,4.5,5715253,,0.1222,2.661,"May 27, 08",2.433193
2008-05-28,32.09,32.92,33.5,32.22,1924341,4.56,4.61,4.82,4.46,13210199,,-0.13,-2.8742,"May 28, 08",2.315053
2008-05-29,31.74,31.75,32.1,30.18,2298944,4.39,4.52,4.52,4.43,16189373,,-0.11,-2.5876,"May 29, 08",2.227932
2008-05-30,31.33,31.79,32.29,30.87,1283142,4.51,4.39,4.52,4.3,9281971,,0.0014,0.0335,"May 30, 08",2.273733
2008-06-02,31.3,31.35,32.42,30.49,1156586,4.59,4.41,4.57,4.51,8048109,,0.0794,1.8322,"Jun 2, 08",2.321133
2008-06-03,33.19,32.0,33.23,31.0,1424127,4.73,4.58,4.78,4.45,9818834,,0.15,3.3174,"Jun 3, 08",2.43644
2008-06-04,32.64,32.84,33.28,32.56,964878,4.76,4.72,4.84,4.6,6803258,,0.0734,1.5783,"Jun 4, 08",2.525264
2008-06-05,33.24,32.9,35.0,33.1,1596343,4.81,4.77,5.05,4.7,10824664,,0.1191,2.4896,"Jun 5, 08",2.603215
2008-06-06,32.44,34.2,34.13,31.82,996088,4.66,4.85,4.8,4.68,6709054,,-0.1938,-4.2639,"Jun 6, 08",2.440296
2008-06-09,31.26,32.09,33.0,30.79,1028490,4.56,4.68,4.75,4.53,7021830,,-0.1011,-2.1988,"Jun 9, 08",2.285605
2008-06-10,32.16,31.14,31.69,31.87,662604,4.48,4.43,4.64,4.44,4739732,,-0.0741,-1.6506,"Jun 10, 08",2.329402
2008-06-11,30.86,32.07,31.87,30.3,722111,4.44,4.44,4.49,4.45,5059337,,-0.0573,-1.354,"Jun 11, 08",2.294146
2008-06-12,31.1,31.72,32.86,30.39,635044,4.46,4.47,4.62,4.43,4405237,,0.114,2.6333,"Jun 12, 08",2.340197
2008-06-13,33.58,31.78,33.15,32.75,695811,4.7,4.64,4.77,4.59,4765678,,0.1792,4.0508,"Jun 13, 08",2.41454
2008-06-16,32.0,34.0,32.61,31.57,532415,4.59,4.64,4.73,4.61,3598506,,-0.0433,-0.978,"Jun 16, 08",2.379794
2008-06-17,32.8,32.93,32.31,32.42,445821,4.62,4.67,4.78,4.52,3135506,,-0.092,-1.973,"Jun 17, 08",2.319584
2008-06-18,30.7,32.49,32.0,31.0,1015683,4.36,4.5,4.49,4.49,7012313,,-0.16,-3.6471,"Jun 18, 08",2.22295
2008-06-19,32.4,30.4,32.55,31.12,1223979,4.77,4.3,4.8,4.41,8739109,,0.2797,6.6259,"Jun 19, 08",2.44201
2008-06-20,32.6,33.65,33.56,31.84,1149747,4.59,4.64,4.63,4.63,8021584,,-0.1,-2.2752,"Jun 20, 08",2.361182
2008-06-23,30.06,32.9,31.86,30.73,1345361,4.4,4.6,4.7,4.29,9422374,,-0.2566,-5.8914,"Jun 23, 08",2.21433
2008-06-24,29.0,30.49,30.35,29.39,1585022,4.22,4.41,4.32,4.28,11137009,,-0.0885,-2.0701,"Jun 24, 08",2.105459
2008-06-25,30.1,30.26,30.23,29.8,931484,4.25,4.17,4.32,4.19,6467180,,0.0859,2.0774,"Jun 25, 08",2.127347
2008-06-26,28.85,30.1,31.01,28.89,1292140,4.28,4.36,4.31,4.3,9085006,,-0.1208,-2.7788,"Jun 26, 08",2.085201
2008-06-27,27.25,29.95,29.37,26.79,2186884,3.83,4.2,4.3,3.8,15005129,,-0.2919,-7.2399,"Jun 27, 08",1.876392
2008-06-30,27.32,27.56,28.0,26.4,1205099,3.8,3.94,3.95,3.86,8521300,,-0.0974,-2.5339,"Jun 30, 08",1.757506
2008-07-01,27.8,27.6,27.59,27.43,2553767,3.96,3.85,4.05,3.83,17758583,,0.1473,4.0082,"Jul 1, 08",1.900612
2008-07-02,28.58,27.9,27.57,27.6,1940267,4.04,3.87,4.0,3.93,13271105,,0.0217,0.5585,"Jul 2, 08",1.949994
2008-07-03,28.17,28.0,28.32,27.06,1603912,3.9,4.04,4.1,3.91,11156669,,0.0043,0.1084,"Jul 3, 08",1.887383
2008-07-07,28.36,28.2,29.07,28.64,1694821,4.15,4.07,4.24,3.99,11923697,,0.1405,3.7211,"Jul 7, 08",2.068579
2008-07-08,28.89,28.71,28.68,28.38,1441129,4.12,4.07,4.29,4.06,10110648,,0.0235,0.5955,"Jul 8, 08",2.054778
2008-07-09,29.12,29.56,29.92,28.63,1576343,4.14,4.09,4.25,4.21,10881221,,0.03,0.7439,"Jul 9, 08",2.07449
2008-07-10,28.92,29.34,29.57,28.68,1234932,4.12,4.17,4.21,4.03,8336903,,-0.11,-2.8014,"Jul 10, 08",1.979354
